order_id,customer_id,order_date,product_id,category,region,supplier_id,quantity,unit_price,discount,refund,status,net_revenue
ORD-10048,CUST-2419,2026-06-01 15:00:00,PROD-971,Industrial,South,Supplier B,4,3064.32,412.33,0.0,completed,11844.95
ORD-10049,CUST-5232,2026-06-01 19:00:00,PROD-516,HomeGoods,South,Supplier C,2,2824.82,48.37,0.0,completed,5601.27
ORD-10050,CUST-9041,2026-06-01 17:00:00,PROD-477,Electronics,East,Supplier A,2,1497.18,91.69,0.0,completed,2902.67
ORD-10051,CUST-6419,2026-06-01 13:00:00,PROD-222,Industrial,South,Supplier C,1,1631.32,117.66,0.0,completed,1513.66
ORD-10052,CUST-4138,2026-06-01 13:00:00,PROD-283,Industrial,West,Supplier C,2,4912.3,291.05,0.0,completed,9533.55
ORD-10053,CUST-1745,2026-06-01 15:00:00,PROD-590,HomeGoods,North,Supplier B,1,961.64,55.2,0.0,completed,906.44
ORD-10054,CUST-8827,2026-06-01 20:00:00,PROD-676,Electronics,North,Supplier D,1,833.37,12.64,0.0,completed,820.73
ORD-10055,CUST-7818,2026-06-01 17:00:00,PROD-161,Industrial,West,Supplier D,4,1838.09,224.53,0.0,completed,7127.83
ORD-10056,CUST-4404,2026-06-01 14:00:00,PROD-561,HomeGoods,West,Supplier A,1,1579.39,24.72,0.0,completed,1554.67
ORD-10057,CUST-2166,2026-06-01 12:00:00,PROD-946,HomeGoods,West,Supplier B,2,1016.49,131.66,0.0,completed,1901.32
ORD-10058,CUST-5728,2026-06-01 15:00:00,PROD-548,Electronics,East,Supplier D,3,3648.8,547.84,0.0,completed,10398.56
ORD-10059,CUST-5102,2026-06-01 20:00:00,PROD-874,Electronics,North,Supplier B,3,4998.08,864.04,0.0,completed,14130.2
ORD-10060,CUST-5557,2026-06-01 18:00:00,PROD-207,Industrial,West,Supplier D,4,2615.05,348.65,0.0,completed,10111.55
ORD-10061,CUST-5722,2026-06-01 20:00:00,PROD-513,Electronics,East,Supplier D,3,1915.33,66.61,0.0,completed,5679.38
ORD-10062,CUST-4073,2026-06-01 15:00:00,PROD-815,Industrial,South,Supplier D,2,1416.01,262.72,0.0,completed,2569.3
ORD-10063,CUST-4920,2026-06-01 09:00:00,PROD-763,HomeGoods,West,Supplier A,1,919.44,42.43,0.0,completed,877.01
ORD-10064,CUST-9337,2026-06-01 17:00:00,PROD-620,Industrial,South,Supplier D,2,1596.79,122.5,0.0,completed,3071.08
ORD-10065,CUST-7798,2026-06-01 15:00:00,PROD-651,HomeGoods,South,Supplier A,4,3767.23,1303.85,0.0,completed,13765.07
ORD-10066,CUST-7180,2026-06-01 14:00:00,PROD-144,HomeGoods,East,Supplier B,2,3073.09,526.12,0.0,completed,5620.06
ORD-10067,CUST-7246,2026-06-01 15:00:00,PROD-202,Apparel,East,Supplier D,3,1068.11,278.68,0.0,completed,2925.65
ORD-10068,CUST-7717,2026-06-01 13:00:00,PROD-972,Electronics,West,Supplier D,4,2023.53,525.99,0.0,completed,7568.13
ORD-10069,CUST-8994,2026-06-01 09:00:00,PROD-878,Electronics,North,Supplier B,1,4988.42,216.48,0.0,completed,4771.94
ORD-10070,CUST-5906,2026-06-01 11:00:00,PROD-643,Electronics,North,Supplier C,3,1820.15,235.17,0.0,completed,5225.28
ORD-10071,CUST-3868,2026-06-01 18:00:00,PROD-360,Industrial,North,Supplier B,2,4607.73,213.97,0.0,completed,9001.49
ORD-10072,CUST-8622,2026-06-01 14:00:00,PROD-806,Apparel,South,Supplier A,3,4753.56,911.17,0.0,completed,13349.51
ORD-10073,CUST-7302,2026-06-01 12:00:00,PROD-122,Electronics,East,Supplier B,3,3073.65,915.36,0.0,completed,8305.59
ORD-10074,CUST-1803,2026-06-01 18:00:00,PROD-873,HomeGoods,East,Supplier B,2,1485.52,184.47,0.0,completed,2786.57
ORD-10075,CUST-2591,2026-06-01 12:00:00,PROD-434,HomeGoods,North,Supplier D,2,3108.08,56.03,0.0,completed,6160.13
ORD-10076,CUST-9837,2026-06-01 12:00:00,PROD-864,HomeGoods,South,Supplier B,4,4613.22,1785.1,0.0,completed,16667.78
ORD-10077,CUST-2233,2026-06-01 16:00:00,PROD-226,Apparel,West,Supplier D,4,906.36,5.05,0.0,completed,3620.39
ORD-10078,CUST-7242,2026-06-01 11:00:00,PROD-763,Electronics,South,Supplier B,3,612.61,168.21,0.0,completed,1669.62
ORD-10079,CUST-7689,2026-06-01 11:00:00,PROD-650,Apparel,North,Supplier A,4,1869.64,86.84,0.0,completed,7391.72
ORD-10080,CUST-9850,2026-06-01 12:00:00,PROD-133,Apparel,East,Supplier D,4,4251.62,1597.0,0.0,completed,15409.48
ORD-10081,CUST-4868,2026-06-01 09:00:00,PROD-968,Electronics,South,Supplier C,3,772.48,43.99,0.0,completed,2273.45
ORD-10082,CUST-1349,2026-06-01 20:00:00,PROD-667,HomeGoods,North,Supplier B,2,4041.4,55.46,0.0,completed,8027.34
ORD-10083,CUST-6383,2026-06-01 09:00:00,PROD-776,Electronics,West,Supplier C,3,4943.87,1184.32,0.0,completed,13647.29
ORD-10084,CUST-4898,2026-06-01 19:00:00,PROD-165,Electronics,South,Supplier B,4,735.8,154.84,0.0,completed,2788.36
ORD-10085,CUST-2786,2026-06-01 15:00:00,PROD-967,Apparel,East,Supplier A,1,2561.19,15.58,0.0,completed,2545.61
ORD-10086,CUST-8267,2026-06-01 17:00:00,PROD-661,Electronics,North,Supplier C,3,795.57,149.01,0.0,completed,2237.7
ORD-10087,CUST-5831,2026-06-01 11:00:00,PROD-523,Industrial,East,Supplier A,2,4337.57,373.09,0.0,completed,8302.05
ORD-10088,CUST-2557,2026-06-01 15:00:00,PROD-168,Industrial,South,Supplier C,2,2184.35,300.05,0.0,completed,4068.65
ORD-10089,CUST-7105,2026-06-01 19:00:00,PROD-152,Electronics,West,Supplier C,4,2348.64,815.53,0.0,completed,8579.03
ORD-10090,CUST-9313,2026-06-01 13:00:00,PROD-217,Apparel,West,Supplier D,3,4312.74,1093.76,0.0,completed,11844.46
ORD-10091,CUST-1430,2026-06-01 13:00:00,PROD-106,Electronics,South,Supplier B,3,3662.14,1012.44,0.0,completed,9973.98
ORD-10092,CUST-2140,2026-06-01 13:00:00,PROD-419,Electronics,West,Supplier A,4,2192.87,299.02,0.0,completed,8472.46
ORD-10093,CUST-2391,2026-06-01 14:00:00,PROD-597,Apparel,North,Supplier B,3,3532.86,469.64,0.0,completed,10128.94
ORD-10094,CUST-9394,2026-06-01 12:00:00,PROD-146,HomeGoods,North,Supplier D,4,1774.61,374.04,0.0,completed,6724.4
ORD-10095,CUST-4349,2026-06-01 19:00:00,PROD-540,Apparel,South,Supplier B,1,1802.51,1.39,0.0,completed,1801.12
ORD-10096,CUST-9196,2026-06-01 13:00:00,PROD-689,Electronics,South,Supplier D,4,2462.99,907.53,0.0,completed,8944.43
ORD-10097,CUST-5743,2026-06-01 13:00:00,PROD-190,Industrial,North,Supplier A,4,1273.43,423.81,0.0,completed,4669.91
ORD-10098,CUST-7560,2026-06-01 18:00:00,PROD-216,Industrial,North,Supplier C,2,1497.07,22.87,0.0,completed,2971.27
ORD-10099,CUST-6752,2026-06-01 20:00:00,PROD-877,Apparel,West,Supplier A,2,1651.86,199.02,0.0,completed,3104.7
ORD-10100,CUST-9095,2026-06-01 18:00:00,PROD-410,Industrial,East,Supplier C,1,1179.31,55.3,0.0,completed,1124.01
ORD-10101,CUST-2215,2026-06-01 09:00:00,PROD-729,Industrial,South,Supplier D,3,756.01,17.4,0.0,completed,2250.63
ORD-10102,CUST-1672,2026-06-01 20:00:00,PROD-957,Apparel,East,Supplier C,1,2756.15,124.17,0.0,completed,2631.98
ORD-10103,CUST-3827,2026-06-01 12:00:00,PROD-496,Apparel,North,Supplier D,2,2858.31,208.03,0.0,completed,5508.59
ORD-10104,CUST-6482,2026-06-01 17:00:00,PROD-779,HomeGoods,North,Supplier A,2,1778.66,118.59,0.0,completed,3438.73
ORD-10105,CUST-7421,2026-06-01 18:00:00,PROD-819,Electronics,West,Supplier C,3,3395.72,828.4,0.0,completed,9358.76
ORD-10106,CUST-9624,2026-06-01 13:00:00,PROD-884,Industrial,North,Supplier C,2,2131.69,405.52,0.0,completed,3857.86
ORD-10107,CUST-2264,2026-06-01 10:00:00,PROD-266,Electronics,South,Supplier A,2,4443.77,530.81,0.0,completed,8356.73
ORD-10108,CUST-3712,2026-06-01 17:00:00,PROD-391,Electronics,East,Supplier D,2,3543.63,687.17,0.0,completed,6400.09
ORD-10109,CUST-4918,2026-06-01 12:00:00,PROD-896,Industrial,South,Supplier B,4,3552.38,656.03,0.0,completed,13553.49
ORD-10110,CUST-4271,2026-06-01 16:00:00,PROD-971,HomeGoods,West,Supplier A,1,4433.53,315.4,0.0,completed,4118.13
ORD-10111,CUST-8361,2026-06-01 14:00:00,PROD-154,Industrial,West,Supplier A,3,4175.16,1165.46,0.0,completed,11360.02
ORD-10112,CUST-2337,2026-06-01 10:00:00,PROD-139,Apparel,South,Supplier A,3,4688.72,1113.17,0.0,completed,12952.99
ORD-10113,CUST-3273,2026-06-01 16:00:00,PROD-844,Industrial,East,Supplier A,2,585.52,97.78,0.0,completed,1073.26
ORD-10114,CUST-4893,2026-06-01 15:00:00,PROD-711,Electronics,South,Supplier A,4,2389.21,60.02,0.0,completed,9496.82
ORD-10115,CUST-3352,2026-06-01 18:00:00,PROD-187,Industrial,South,Supplier A,4,1582.54,118.57,0.0,completed,6211.59
ORD-10116,CUST-9914,2026-06-01 08:00:00,PROD-465,Industrial,North,Supplier D,3,3360.52,255.72,0.0,completed,9825.84
ORD-10117,CUST-2698,2026-06-01 18:00:00,PROD-575,Apparel,South,Supplier A,2,2957.06,491.1,0.0,completed,5423.02
ORD-10118,CUST-3209,2026-06-01 13:00:00,PROD-417,Industrial,North,Supplier A,2,1407.16,249.29,0.0,completed,2565.03
ORD-10119,CUST-5150,2026-06-01 13:00:00,PROD-379,Apparel,North,Supplier C,1,4379.62,379.19,0.0,completed,4000.43
ORD-10120,CUST-8204,2026-06-01 16:00:00,PROD-373,HomeGoods,East,Supplier B,3,3614.31,1002.22,0.0,completed,9840.71
ORD-10121,CUST-3956,2026-06-01 17:00:00,PROD-834,HomeGoods,South,Supplier A,3,1975.64,181.66,0.0,completed,5745.26
ORD-10122,CUST-1693,2026-06-01 20:00:00,PROD-867,Industrial,South,Supplier C,4,837.69,121.74,0.0,completed,3229.02
ORD-10123,CUST-8179,2026-06-01 17:00:00,PROD-133,Apparel,North,Supplier A,3,4003.32,434.94,0.0,completed,11575.02
ORD-10124,CUST-7095,2026-06-01 09:00:00,PROD-126,Electronics,East,Supplier B,3,2291.15,171.57,0.0,completed,6701.88
ORD-10125,CUST-2929,2026-06-01 15:00:00,PROD-304,HomeGoods,South,Supplier D,3,4983.64,1037.56,0.0,completed,13913.36
ORD-10126,CUST-8292,2026-06-01 10:00:00,PROD-828,HomeGoods,North,Supplier C,3,2974.99,795.51,0.0,completed,8129.46
ORD-10127,CUST-6922,2026-06-01 16:00:00,PROD-686,Electronics,West,Supplier B,4,1565.31,16.46,0.0,completed,6244.78
ORD-10128,CUST-2412,2026-06-01 09:00:00,PROD-228,HomeGoods,North,Supplier D,4,2865.63,943.75,0.0,completed,10518.77
ORD-10129,CUST-9476,2026-06-01 16:00:00,PROD-256,Apparel,South,Supplier B,1,2446.78,203.42,0.0,completed,2243.36
ORD-10130,CUST-4694,2026-06-01 12:00:00,PROD-729,HomeGoods,South,Supplier A,3,1383.36,51.95,0.0,completed,4098.13
ORD-10131,CUST-3526,2026-06-01 20:00:00,PROD-685,HomeGoods,West,Supplier A,3,865.5,169.07,0.0,completed,2427.43
ORD-10132,CUST-9938,2026-06-01 09:00:00,PROD-805,HomeGoods,South,Supplier D,4,4121.1,490.3,0.0,completed,15994.1
ORD-10133,CUST-6573,2026-06-01 16:00:00,PROD-675,HomeGoods,West,Supplier C,2,4889.18,743.81,0.0,completed,9034.55
ORD-10134,CUST-8366,2026-06-01 14:00:00,PROD-354,Apparel,West,Supplier A,4,1805.95,624.25,0.0,completed,6599.55
ORD-10135,CUST-6123,2026-06-01 09:00:00,PROD-502,Apparel,West,Supplier D,3,2744.42,409.5,0.0,completed,7823.76
ORD-10136,CUST-6781,2026-06-01 08:00:00,PROD-967,Electronics,North,Supplier C,4,3188.83,364.48,0.0,completed,12390.84
ORD-10137,CUST-6992,2026-06-01 12:00:00,PROD-175,HomeGoods,East,Supplier A,2,730.21,52.94,0.0,completed,1407.48
ORD-10138,CUST-2946,2026-06-01 13:00:00,PROD-873,Electronics,West,Supplier D,3,4077.04,682.29,0.0,completed,11548.83
ORD-10139,CUST-1659,2026-06-01 16:00:00,PROD-243,Electronics,North,Supplier B,4,4117.85,245.33,0.0,completed,16226.07
ORD-10140,CUST-5902,2026-06-01 09:00:00,PROD-526,Industrial,South,Supplier C,3,4170.87,414.47,0.0,completed,12098.14
ORD-10141,CUST-1436,2026-06-01 19:00:00,PROD-734,HomeGoods,East,Supplier B,2,3125.85,327.73,0.0,completed,5923.97
ORD-10142,CUST-4968,2026-06-01 19:00:00,PROD-308,Electronics,North,Supplier B,4,2484.67,150.5,0.0,completed,9788.18
ORD-10143,CUST-2020,2026-06-01 15:00:00,PROD-645,Apparel,West,Supplier C,3,2864.65,822.17,0.0,completed,7771.78
ORD-10144,CUST-5331,2026-06-01 12:00:00,PROD-889,Apparel,East,Supplier B,2,3011.39,567.04,0.0,completed,5455.74
ORD-10145,CUST-6194,2026-06-01 14:00:00,PROD-938,HomeGoods,East,Supplier C,4,1048.43,375.66,0.0,completed,3818.06
ORD-10146,CUST-1689,2026-06-01 16:00:00,PROD-377,Electronics,South,Supplier C,4,3451.87,295.46,0.0,completed,13512.02
ORD-10147,CUST-4920,2026-06-01 15:00:00,PROD-202,Electronics,West,Supplier B,4,736.21,97.27,0.0,completed,2847.57
ORD-10148,CUST-3587,2026-06-01 18:00:00,PROD-160,Industrial,East,Supplier D,3,3901.6,375.92,0.0,completed,11328.88
ORD-10149,CUST-9767,2026-06-01 14:00:00,PROD-906,Apparel,North,Supplier D,1,4702.65,468.93,0.0,completed,4233.72
ORD-10150,CUST-5742,2026-06-01 18:00:00,PROD-656,Electronics,North,Supplier C,3,4678.05,399.36,0.0,completed,13634.79
ORD-10151,CUST-9261,2026-06-01 19:00:00,PROD-290,HomeGoods,East,Supplier B,4,1988.08,515.54,0.0,completed,7436.78
ORD-10152,CUST-4164,2026-06-01 10:00:00,PROD-588,Industrial,West,Supplier D,1,890.32,16.45,0.0,completed,873.87
ORD-10153,CUST-4858,2026-06-01 13:00:00,PROD-809,HomeGoods,East,Supplier C,1,3121.07,81.63,0.0,completed,3039.44
ORD-10154,CUST-3616,2026-06-01 10:00:00,PROD-589,HomeGoods,East,Supplier A,2,2153.95,94.4,0.0,completed,4213.5
ORD-10155,CUST-7813,2026-06-01 17:00:00,PROD-214,Apparel,East,Supplier B,3,2864.78,67.12,0.0,completed,8527.22
ORD-10156,CUST-6375,2026-06-01 15:00:00,PROD-235,Electronics,East,Supplier B,4,909.24,294.12,0.0,completed,3342.84
ORD-10157,CUST-8575,2026-06-01 08:00:00,PROD-533,Electronics,South,Supplier D,2,4174.04,482.78,0.0,completed,7865.3
ORD-10158,CUST-2130,2026-06-01 19:00:00,PROD-761,Electronics,East,Supplier C,2,1309.92,200.63,0.0,completed,2419.21
ORD-10159,CUST-8348,2026-06-01 16:00:00,PROD-502,Industrial,East,Supplier A,3,3440.9,122.46,0.0,completed,10200.24
ORD-10160,CUST-1056,2026-06-01 13:00:00,PROD-258,HomeGoods,North,Supplier D,2,2893.7,143.25,0.0,completed,5644.15
ORD-10161,CUST-1527,2026-06-02 18:00:00,PROD-820,Electronics,East,Supplier B,1,802.81,35.84,0.0,completed,766.97
ORD-10162,CUST-8191,2026-06-02 19:00:00,PROD-689,Apparel,West,Supplier A,3,2767.53,194.41,0.0,completed,8108.18
ORD-10163,CUST-6253,2026-06-02 17:00:00,PROD-852,HomeGoods,West,Supplier B,3,2361.02,43.18,0.0,completed,7039.88
ORD-10164,CUST-9120,2026-06-02 14:00:00,PROD-288,HomeGoods,North,Supplier D,4,3633.39,216.87,0.0,completed,14316.69
ORD-10165,CUST-5927,2026-06-02 12:00:00,PROD-308,Industrial,West,Supplier A,2,4855.04,377.16,0.0,completed,9332.92
ORD-10166,CUST-7079,2026-06-02 11:00:00,PROD-923,Apparel,North,Supplier A,1,2197.26,191.96,0.0,completed,2005.3
ORD-10167,CUST-8854,2026-06-02 09:00:00,PROD-864,HomeGoods,West,Supplier C,2,1453.13,279.6,0.0,completed,2626.66
ORD-10168,CUST-4350,2026-06-02 13:00:00,PROD-625,Apparel,East,Supplier C,3,2212.98,204.76,0.0,completed,6434.18
ORD-10169,CUST-8692,2026-06-02 08:00:00,PROD-367,Apparel,South,Supplier C,2,2362.69,350.27,0.0,completed,4375.11
ORD-10170,CUST-5836,2026-06-02 18:00:00,PROD-801,Apparel,West,Supplier C,2,2209.28,220.62,0.0,completed,4197.94
ORD-10171,CUST-9037,2026-06-02 16:00:00,PROD-757,Apparel,East,Supplier C,4,1129.81,83.18,0.0,completed,4436.06
ORD-10172,CUST-2217,2026-06-02 10:00:00,PROD-109,Electronics,North,Supplier D,2,4291.45,58.34,0.0,completed,8524.56
ORD-10173,CUST-8916,2026-06-02 12:00:00,PROD-117,Electronics,East,Supplier A,3,553.33,88.93,0.0,completed,1571.06
ORD-10174,CUST-3937,2026-06-02 12:00:00,PROD-914,Electronics,North,Supplier B,3,1363.69,333.51,0.0,completed,3757.56
ORD-10175,CUST-4984,2026-06-02 15:00:00,PROD-157,HomeGoods,West,Supplier A,4,920.75,138.91,0.0,completed,3544.09
ORD-10176,CUST-8109,2026-06-02 09:00:00,PROD-800,Electronics,South,Supplier A,4,1451.38,157.38,0.0,completed,5648.14
ORD-10177,CUST-1539,2026-06-02 12:00:00,PROD-266,HomeGoods,West,Supplier A,4,3141.66,1167.28,0.0,completed,11399.36
ORD-10178,CUST-9856,2026-06-02 14:00:00,PROD-337,Industrial,South,Supplier B,3,2753.57,44.36,0.0,completed,8216.35
ORD-10179,CUST-7499,2026-06-02 14:00:00,PROD-542,Electronics,South,Supplier C,3,2707.72,449.24,0.0,completed,7673.92
ORD-10180,CUST-5839,2026-06-02 13:00:00,PROD-469,Electronics,West,Supplier A,2,1193.99,176.63,0.0,completed,2211.35
ORD-10181,CUST-6896,2026-06-02 16:00:00,PROD-517,Electronics,South,Supplier B,4,1343.26,299.27,0.0,completed,5073.77
ORD-10182,CUST-6315,2026-06-02 16:00:00,PROD-348,Electronics,East,Supplier C,1,2245.1,162.73,0.0,completed,2082.37
ORD-10183,CUST-3274,2026-06-02 14:00:00,PROD-406,HomeGoods,South,Supplier C,2,1156.71,100.56,0.0,completed,2212.86
ORD-10184,CUST-5040,2026-06-02 13:00:00,PROD-961,Apparel,East,Supplier D,1,1109.7,105.29,0.0,completed,1004.41
ORD-10185,CUST-6484,2026-06-02 10:00:00,PROD-507,Apparel,East,Supplier C,2,3214.45,307.95,0.0,completed,6120.95
ORD-10186,CUST-9044,2026-06-02 17:00:00,PROD-304,HomeGoods,West,Supplier D,4,4174.23,609.46,0.0,completed,16087.46
ORD-10187,CUST-1440,2026-06-02 20:00:00,PROD-914,Apparel,East,Supplier D,1,4240.77,347.3,0.0,completed,3893.47
ORD-10188,CUST-4965,2026-06-02 16:00:00,PROD-618,Apparel,South,Supplier D,4,832.84,193.97,0.0,completed,3137.39
ORD-10189,CUST-1602,2026-06-02 17:00:00,PROD-145,Electronics,South,Supplier A,3,3459.21,172.62,0.0,completed,10205.01
ORD-10190,CUST-6432,2026-06-02 14:00:00,PROD-574,Electronics,East,Supplier A,2,1664.32,148.38,0.0,completed,3180.26
ORD-10191,CUST-6651,2026-06-02 19:00:00,PROD-245,Industrial,North,Supplier A,1,2371.89,27.53,0.0,completed,2344.36
ORD-10192,CUST-9537,2026-06-02 12:00:00,PROD-145,HomeGoods,East,Supplier D,4,2471.75,315.31,0.0,completed,9571.69
ORD-10193,CUST-2791,2026-06-02 11:00:00,PROD-916,Apparel,West,Supplier B,4,1989.45,762.73,0.0,completed,7195.07
ORD-10194,CUST-8080,2026-06-02 11:00:00,PROD-310,Electronics,East,Supplier B,4,3164.91,5.63,0.0,completed,12654.01
ORD-10195,CUST-2667,2026-06-02 15:00:00,PROD-640,HomeGoods,West,Supplier C,3,2558.98,514.89,0.0,completed,7162.05
ORD-10196,CUST-7431,2026-06-02 17:00:00,PROD-186,HomeGoods,North,Supplier C,3,3278.13,903.47,0.0,completed,8930.92
ORD-10197,CUST-2916,2026-06-02 14:00:00,PROD-290,HomeGoods,West,Supplier B,2,2382.08,273.85,0.0,completed,4490.31
ORD-10198,CUST-3838,2026-06-02 13:00:00,PROD-109,Industrial,West,Supplier C,4,1341.94,332.48,0.0,completed,5035.28
ORD-10199,CUST-9281,2026-06-02 09:00:00,PROD-678,Industrial,East,Supplier D,4,3695.64,722.42,0.0,completed,14060.14
ORD-10200,CUST-9808,2026-06-02 12:00:00,PROD-893,Apparel,South,Supplier D,1,2973.77,170.31,0.0,completed,2803.46
